Teste 1
39 2926 j
40 2372 n

Teste 8
1 7561 r
2 6766 s
3 6472 h
4 6339 w
5 6147 h
6 6094 h
7 5963 x
8 5935 h
9 5920 x
10 5573 x
11 5463 m
12 5250 e
13 5167 u
14 5155 g
15 5102 m
16 4915 v
17 4840 r
18 4835 b
19 4558 b
20 4453 e
21 4368 m
22 4264 f
23 4088 a
24 3989 v
25 3177 p
26 2448 m

Teste 9
1 6345 d
2 5453 n
3 5095 r
4 4921 e
5 4824 k
6 4696 o
7 4526 v

Teste 10
1 6514 u
2 5244 y
3 4335 l

Teste 11
1 6774 e
2 6230 z
3 5780 n
4 5572 l
5 5083 m
6 4895 z
7 4857 n
8 4838 q
9 4814 s
10 4739 g
11 4687 k
12 4637 w
13 4148 b
14 4111 f
15 4004 c
16 3999 u
17 3862 h
18 3770 d
19 3702 w
20 3097 n

Teste 12
1 7461 j
2 7088 k
3 6985 a
4 6360 r
5 6211 l
6 6098 w
7 6034 a
8 5928 m
9 5926 o
10 5909 g
11 5842 l
12 5827 t
13 5803 s
14 5761 g
15 5757 z
16 5706 u
17 5685 h
18 5621 p
19 5562 w
20 5542 t
21 5527 f
22 5483 j
23 5447 c
24 5440 k
25 5363 w
26 5348 y
27 5319 a
28 5305 y
29 5178 t
30 5081 x
31 5058 t
32 5041 e
33 5014 w
34 5009 u
35 5005 b
36 4982 u
37 4980 e
38 4979 c
39 4902 o
40 4859 b
41 4848 o
42 4622 b
43 4598 g
44 4512 g
45 4397 p
46 4355 z
47 4335 h
48 4322 s
49 4317 f
50 4316 q
51 4313 h
52 4267 k
53 4266 k
54 4191 i
55 4182 v
56 4056 l
57 4038 r
58 4021 v
59 3989 s
60 3834 t
61 3827 f
62 3793 o
63 3609 l
64 3359 e
65 3148 d

Teste 13
1 7720 a
2 7345 v
3 7272 c
4 7056 k
5 6940 a
6 6518 u
7 6452 q
8 6342 r
9 6294 r
10 6291 c
11 6272 j
12 6228 b
13 6220 e
14 6113 g
15 6003 k
16 5865 r
17 5842 m
18 5809 b
19 5754 w
20 5749 q
21 5725 b
22 5710 v
23 5696 a
24 5654 q
25 5633 u
26 5607 p
27 5594 f
28 5563 x
29 5513 d
30 5511 m
31 5484 t
32 5440 m
32 5440 t
34 5400 z
35 5384 j
36 5383 l
37 5380 h
38 5348 t
39 5322 k
40 5316 b
41 5294 s
42 5237 j
43 5217 a
44 5208 t
45 5207 h
46 5196 s
47 5159 l
48 5110 e
49 5081 g
50 5069 e
51 5010 x
52 4994 f
53 4982 x
54 4934 m
55 4921 c
56 4868 t
57 4789 x
58 4701 p
59 4699 f
60 4655 q
61 4628 b
62 4596 b
63 4589 m
64 4552 u
65 4523 c
66 4522 x
67 4459 s
68 4403 c
69 4380 p
70 4305 j
71 4269 m
72 4177 l
73 4152 u
74 4105 q
75 4028 d
76 3955 s
77 3950 p
78 3796 a
79 3546 u
80 3484 y
81 3460 y
82 3232 j
83 3218 k

Teste 14
1 7433 g
2 7239 e
3 6650 z
4 6256 p
5 6243 h
6 6174 i
7 6140 r
8 6105 q
9 6097 z
10 6072 n
11 5652 x
12 5646 n
13 5516 x
14 5410 m
15 5342 e
16 5264 b
16 5264 i
18 5249 v
19 5143 n
20 5100 v
21 5048 s
22 5018 m
23 4964 p
24 4942 b
25 4915 e
26 4855 e
27 4796 y
28 4773 l
29 4689 g
30 4654 g
31 4629 n
32 4615 t
33 4514 o
34 4476 n
35 4440 p
36 4403 w
37 4153 y
38 4144 g
39 4141 t
40 4092 l
41 4031 v
42 4013 j
43 3819 z
44 3788 q
45 3751 c
46 3628 j
47 3600 e
48 3313 w

Teste 15
1 6645 r
2 6536 s
3 6319 a
4 6273 o
5 6216 a
6 5996 j
7 5852 f
8 5826 j
9 5736 v
10 5691 c
11 5639 x
12 5541 g
13 5506 o
14 5467 j
15 5458 c
16 5431 w
17 5423 y
18 5387 l
19 5344 q
20 5326 l
21 5307 w
22 5272 v
23 5194 t
24 5190 u
25 5166 v
26 5116 f
27 5082 i
28 5051 q
29 5001 c
30 4862 e
31 4823 j
32 4780 c
33 4773 i
34 4745 p
35 4714 e
36 4669 c
37 4621 o
38 4615 d
39 4592 y
40 4587 n
41 4502 r
42 4499 r
43 4497 u
44 4475 n
45 4412 v
46 4389 a
47 4356 t
48 4304 a
49 4290 f
50 4265 h
51 4136 h
52 4045 f
53 4044 r
54 3611 o
55 3544 x
56 3530 l
57 3103 l

Teste 16
1 6484 e
2 6026 a
3 5746 v
4 5669 z
5 5618 u
6 5316 a
7 5269 r
8 5202 v
9 5139 v
10 4966 r
11 4936 h
12 4837 o
13 4776 k
14 4730 j
15 4719 o
16 4578 z
17 2595 w

Teste 17
1 7225 d
2 7062 v
3 6872 b
4 6643 a
5 6478 m
6 6369 m
7 6299 r
8 6061 n
9 6010 w
10 5952 m
11 5882 l
12 5842 s
13 5825 d
14 5821 m
15 5796 h
16 5763 j
17 5755 p
18 5754 u
19 5743 n
20 5721 u
21 5681 p
22 5648 z
23 5623 m
24 5561 m
25 5518 r
26 5497 l
27 5469 e
28 5459 f
29 5419 b
30 5339 r
31 5287 c
32 5260 i
33 5252 v
34 5118 v
35 5097 v
36 5092 e
37 5030 o
38 5012 g
39 5009 t
40 5004 e
41 4974 h
42 4924 j
43 4910 x
44 4899 h
45 4896 l
46 4848 u
47 4841 f
48 4777 l
49 4717 p
50 4617 t
51 4578 e
52 4564 u
53 4549 h
54 4539 o
55 4506 l
56 4416 s
57 4409 d
58 4401 r
59 4392 v
60 4341 d
61 4295 c
61 4295 o
63 4245 v
64 4212 g
65 4184 q
66 4168 l
67 4089 e
68 4058 d
69 4008 x
70 3996 z
71 3968 n
72 3860 m
73 3824 m
74 3716 u
75 3658 s
76 3370 w
77 2655 x

Teste 18
1 7221 e
2 7081 m
3 6712 w
4 6689 t
5 6516 e
6 6431 w
7 6330 a
8 6295 c
9 6251 t
10 6243 i
11 6142 z
12 6130 r
13 6094 u
14 6073 u
15 6031 f
16 5917 m
17 5802 c
18 5783 s
19 5753 z
20 5730 w
21 5698 f
22 5694 q
23 5653 r
24 5582 y
25 5570 v
26 5557 w
27 5539 q
27 5539 z
29 5526 f
30 5511 c
31 5491 x
32 5486 r
33 5469 p
34 5446 a
35 5361 b
36 5305 e
37 5280 v
38 5263 l
39 5259 m
40 5254 o
41 5244 e
42 5204 y
43 5177 n
44 5120 i
45 5105 t
45 5105 y
47 5095 l
48 5073 o
49 5061 m
50 5034 d
51 5006 p
52 4999 p
53 4941 y
54 4939 u
55 4912 j
56 4891 r
57 4883 b
58 4875 w
59 4867 n
60 4836 a
61 4828 m
62 4813 t
63 4784 p
64 4718 b
65 4712 o
66 4685 o
67 4676 z
68 4622 a
69 4599 c
70 4594 b
71 4593 j
72 4526 j
73 4485 n
74 4433 h
75 4326 o
76 4312 o
77 4275 a
78 4241 l
78 4241 o
80 4230 r
81 4172 s
82 4161 t
83 4150 p
84 4097 e
85 4087 b
86 4015 p
87 4002 k
88 3956 v
89 3941 r
90 3900 o
91 3834 j
92 3829 p
93 3745 l
94 3684 w
95 3399 s
96 3297 j
97 3276 q
98 3111 g
99 3067 r

Teste 19
1 5711 q
2 4581 o
3 4577 u
4 4480 f
5 4255 a
6 3577 c

Teste 20
1 7016 w
2 6925 t
3 6249 q
4 5989 s
5 5937 g
6 5784 v
7 5771 m
8 5635 x
9 5532 n
10 5511 y
11 5386 u
12 5210 h
13 5116 a
14 5016 a
15 4945 v
16 4821 a
17 4764 d
18 4744 c
19 4680 y
20 4401 c
21 4337 i
22 3661 f
23 3281 u

Teste 21
1 6398 i
2 6031 e
3 5944 c
4 5420 d
5 4738 h
6 4427 f
7 4220 u
8 3999 k
9 3920 n

Teste 22
1 7710 o
2 6629 y
3 6584 l
4 6119 u
5 6065 v
6 5927 w
7 5878 j
8 5874 l
9 5863 c
10 5842 o
11 5814 h
12 5742 h
13 5709 q
14 5695 g
15 5540 k
16 5387 d
17 5347 o
18 5332 n
19 5138 z
20 5132 g
21 5119 u
22 5105 o
23 4970 x
24 4966 o
25 4959 f
26 4929 s
27 4925 s
28 4903 w
29 4846 v
30 4826 r
31 4796 k
32 4777 j
33 4669 w
34 4622 j
35 4613 o
36 4569 a
37 4472 d
38 4412 c
39 4410 b
40 4387 x
41 4333 m
42 4289 w
43 4276 a
44 4255 a
45 4237 x
46 4198 s
47 4192 d
48 4150 s
49 4062 f
50 4043 g
51 4032 w
52 3942 y
53 3900 x
54 3898 g
55 3798 h
56 3758 f
57 3009 u
58 2691 x

Teste 23
1 7226 j
2 7096 n
3 6589 c
4 6425 d
5 6320 q
6 6308 n
7 6197 e
8 6078 v
9 5935 t
10 5918 x
11 5880 k
12 5861 r
13 5812 q
14 5754 u
15 5708 z
16 5680 m
17 5594 w
18 5581 z
19 5580 v
20 5524 h
21 5487 k
22 5463 v
23 5440 g
24 5432 k
25 5424 h
26 5415 t
27 5364 l
28 5339 o
29 5266 d
30 5223 y
31 5218 h
32 5216 a
33 5213 g
34 5205 n
35 5201 s
36 5127 r
37 5115 t
38 5088 v
39 5087 k
40 4937 r
41 4911 a
42 4902 e
43 4891 e
44 4878 d
45 4837 o
46 4815 n
47 4729 j
48 4725 h
49 4682 y
50 4635 f
51 4623 s
52 4596 h
52 4596 i
54 4577 j
55 4531 g
56 4512 q
57 4414 p
58 4376 w
59 4218 i
60 4053 j
61 4020 k
62 3906 k
63 3751 e
64 3452 e
65 3003 e
66 1975 u

Teste 24
1 7215 y
2 7066 z
3 7029 z
4 7017 n
5 6983 j
6 6812 w
7 6545 j
8 6515 z
9 6453 b
10 6166 t
11 6063 f
12 6005 b
13 5921 g
14 5877 o
15 5824 m
16 5784 i
17 5740 s
18 5705 l
19 5700 m
20 5683 o
21 5588 o
22 5533 z
23 5508 w
24 5498 r
25 5481 p
26 5475 t
27 5459 f
28 5397 q
29 5350 q
30 5323 f
31 5300 z
32 5275 z
33 5193 u
34 5181 e
35 5110 b
36 5080 j
37 5057 n
38 5019 p
39 4973 a
39 4973 z
41 4971 m
42 4946 w
43 4920 x
44 4891 s
45 4886 r
45 4886 s
47 4856 m
48 4841 z
49 4836 a
50 4808 l
51 4783 n
52 4741 n
53 4728 t
54 4679 q
55 4651 y
56 4633 i
57 4601 o
58 4556 i
59 4544 t
60 4534 l
61 4481 f
62 4471 a
62 4471 p
64 4451 g
65 4363 d
66 4354 j
67 4348 k
68 4258 a
69 4219 i
70 4207 v
71 4204 d
72 4027 r
73 4023 d
74 3930 r
75 3899 b
76 3888 m
77 3874 w
78 3842 g
79 3828 j
80 3749 o
81 3688 s
82 3682 g
83 3648 j
84 3504 r
85 3354 u
86 3145 m
87 3123 x

Teste 25
1 7230 g
2 6707 g
3 6563 s
4 6443 g
5 6397 e
6 6379 c
7 6356 v
8 6340 z
9 6134 o
10 6119 h
11 6109 k
12 6089 m
13 5977 r
14 5875 s
15 5769 l
16 5763 m
17 5761 n
18 5739 o
19 5700 v
20 5673 l
21 5672 j
22 5660 b
23 5652 w
24 5634 q
25 5610 f
26 5596 n
27 5583 h
28 5471 n
29 5441 u
30 5438 y
31 5382 q
32 5356 j
33 5331 m
34 5258 g
35 5217 p
36 5191 f
37 5182 j
38 5157 f
39 5150 m
40 5145 l
41 5142 c
42 5131 x
43 5098 g
44 5039 r
45 4940 m
46 4897 s
47 4883 z
48 4689 c
49 4547 z
50 4471 s
51 4419 p
52 4236 t
53 4081 e
54 4057 r
55 4007 t
56 3954 f
57 3895 y
58 3816 z
59 3758 q
60 3631 g
61 3628 f
62 3522 k
63 3506 l
64 3362 n
65 3030 o
66 2676 u
67 2189 c

Teste 26
1 7162 v
2 6966 k
3 6960 m
4 6857 e
5 6847 r
6 6706 r
7 6575 c
8 6560 d
9 6522 l
10 6504 h
11 6480 b
12 6452 r
13 6333 w
14 6292 p
15 6279 p
16 6220 y
17 6203 q
18 6133 o
19 6062 p
20 5934 p
21 5870 j
22 5843 z
23 5754 t
24 5732 f
25 5687 k
26 5619 n
27 5618 n
28 5610 o
29 5587 a
30 5565 f
31 5545 t
32 5543 r
33 5536 l
34 5514 p
35 5425 f
36 5392 f
37 5383 n
38 5354 u
39 5344 p
40 5338 v
41 5273 p
42 5263 o
43 5225 x
44 5221 t
45 5206 n
46 5186 l
47 5161 d
48 5119 e
49 5111 s
50 5068 w
51 5055 r
52 5027 e
53 4915 s
54 4912 q
55 4875 b
56 4856 k
57 4840 k
58 4779 m
59 4732 o
60 4715 h
61 4667 d
62 4645 b
63 4610 k
64 4573 j
65 4514 l
66 4440 p
67 4419 n
68 4342 h
69 4320 l
70 4285 k
71 4150 t
72 4134 o
73 4089 o
74 4045 l
75 4031 z
76 4003 f
77 4000 a
78 3993 l
79 3948 i
80 3925 s
81 3907 c
82 3889 g
83 3837 o
84 3780 a
85 3747 p
86 3629 m
87 3606 g
88 3598 k
89 3568 x
90 3416 s
91 3400 a
92 3246 h
93 3040 l
94 2954 o
95 2884 g
96 2859 x

Teste 27
1 6939 g
2 6532 l
3 5863 q
4 5675 l
5 5519 n
6 5408 t
7 5225 q
8 5184 h
9 5147 e
10 4989 t
11 4739 f
12 4723 q
13 3975 z
14 3868 f

Teste 28
1 6860 a
2 6789 f
3 6433 d
4 6406 q
5 6345 z
6 6225 a
7 6057 r
8 5945 s
9 5843 l
10 5835 y
11 5822 x
12 5705 u
13 5577 d
14 5545 z
15 5448 z
16 5446 k
17 5441 a
18 5355 y
19 5243 v
20 5236 a
21 5155 m
22 5123 n
23 5110 p
24 4973 n
25 4905 k
26 4855 o
27 4630 d
28 4489 k
29 4380 l
30 4370 q
31 4352 x
32 4261 z
33 4234 p
34 4155 i
35 4035 e
36 3749 d
37 3503 m
38 3156 z
39 1961 o

Teste 29
1 7293 m
2 6984 f
3 6946 i
4 6939 b
5 6740 h
6 6725 o
7 6622 v
8 6587 p
9 6526 j
10 6512 h
11 6295 t
12 6209 j
13 6135 u
14 6120 a
15 6111 t
16 6025 g
17 5968 l
18 5857 r
19 5853 l
20 5842 v
21 5804 x
22 5785 o
23 5754 g
24 5730 u
25 5718 c
26 5702 w
27 5695 n
28 5683 n
29 5652 q
30 5639 e
31 5600 e
32 5590 f
33 5489 b
34 5485 u
35 5393 q
36 5391 d
37 5386 x
38 5365 p
39 5351 m
40 5336 w
41 5328 b
42 5298 r
43 5247 z
44 5210 v
45 5190 x
46 5177 k
47 5122 h
48 4996 g
49 4993 m
50 4983 y
51 4972 h
52 4943 n
53 4888 y
54 4826 c
55 4822 f
56 4798 q
57 4784 h
58 4730 s
59 4684 t
60 4671 q
61 4641 l
62 4616 l
63 4607 z
64 4591 e
65 4589 k
66 4553 u
67 4502 n
68 4500 f
69 4494 j
70 4461 x
71 4382 k
71 4382 l
73 4329 m
74 4313 s
75 4300 m
76 4247 t
77 4229 x
78 4222 x
79 4208 e
80 4207 j
81 4114 k
82 4087 k
83 3999 o
84 3991 e
85 3985 t
86 3869 o
87 3851 g
88 3842 w
89 3742 w
90 3673 f
91 3621 b
92 3580 f
93 3555 y
94 3496 p
95 3193 x
96 2926 u
97 2816 i

Teste 30
1 6807 a
2 6475 w
3 6239 r
4 6222 x
5 6092 t
6 6002 r
7 5965 f
8 5921 m
9 5869 n
10 5778 v
11 5722 v
12 5681 d
13 5600 c
14 5488 s
15 5403 x
16 5253 n
17 5215 c
18 5116 b
19 5047 j
20 5005 o
21 4997 e
22 4888 j
23 4887 t
24 4878 s
25 4830 o
26 4825 k
27 4758 y
28 4591 e
29 4526 f
30 4409 k
31 4360 k
32 4282 n
33 4197 w
34 4079 o
35 3937 k
36 3816 c

Teste 31
1 7394 w
2 6645 e
3 6616 g
4 6569 t
5 6517 b
6 6480 f
7 6465 p
8 6427 q
9 6423 w
10 6410 k
11 6285 c
12 6069 e
13 5928 x
14 5870 e
15 5839 d
16 5759 m
17 5740 r
18 5712 l
19 5675 z
20 5662 z
21 5625 q
22 5607 k
23 5583 n
24 5567 k
25 5565 d
26 5557 x
27 5514 j
28 5391 i
29 5320 g
30 5291 q
31 5276 v
32 5249 u
33 5169 y
34 5161 x
35 5160 a
36 5157 y
37 5153 l
38 5136 i
39 5124 r
40 5111 m
41 5027 d
42 4975 c
43 4957 w
44 4936 h
45 4927 u
46 4925 q
47 4916 c
48 4908 m
49 4804 z
50 4793 t
51 4685 h
52 4607 u
53 4602 h
54 4587 v
55 4586 z
56 4535 g
57 4472 v
58 4403 t
59 4397 c
60 4366 k
61 4301 x
62 4267 t
63 4248 h
64 4224 n
65 4222 e
66 4180 y
67 4117 i
68 4077 i
69 4066 y
70 4052 e
71 4042 r
72 4032 f
73 3951 s
74 3819 c
75 3786 d
76 3777 q
77 3747 n
78 3669 w
79 3543 g
80 3525 j
81 3379 f
82 3322 w
83 3299 g
84 3231 x
85 3011 m
86 2975 e
87 2439 r
88 1949 d

Teste 32
1 7469 m
2 6812 p
3 6559 f
4 6527 f
5 6457 m
6 6393 p
7 6376 f
8 6305 g
9 6263 m
10 5912 s
11 5903 k
12 5815 e
13 5803 w
14 5790 b
15 5772 f
16 5686 s
17 5641 r
18 5638 w
19 5610 a
20 5576 b
21 5556 l
22 5499 w
23 5496 b
24 5485 d
25 5432 m
26 5396 l
27 5369 u
28 5196 m
29 5126 i
30 5085 h
31 5079 j
32 4936 q
33 4826 i
34 4737 a
35 4727 v
36 4709 j
37 4646 i
38 4569 j
39 4469 m
40 4443 e
41 4295 l
42 4289 x
43 4217 f
44 4214 f
45 4195 r
46 4181 o
47 3977 j
48 3904 s
49 3902 p
50 3681 b
51 3663 o
52 3576 c
53 3357 y
54 2939 c
55 2751 r

Teste 33
1 6931 h
2 6915 l
3 6556 a
4 6434 c
5 6294 k
6 6238 u
7 6174 u
8 6154 n
9 6108 c
10 5922 k
11 5620 v
12 5462 f
13 5444 g
14 5403 h
15 5387 e
15 5387 z
17 5378 h
18 5321 c
19 5315 d
20 5300 z
21 5224 u
22 5196 q
23 5194 g
24 5190 l
25 5161 l
26 5021 h
27 5010 x
28 4957 m
29 4943 n
30 4921 e
31 4762 s
32 4730 q
33 4671 f
34 4639 b
35 4610 g
36 4576 k
37 4510 p
38 4441 e
39 4431 w
40 4424 o
41 4181 i
42 4155 l
43 3954 x
44 3749 u
45 3629 k
46 3230 b

Teste 34
1 7776 v
2 6734 i
3 6403 z
4 6342 j
5 6312 z
6 6283 v
7 6234 f
8 6145 v
9 6124 m
10 6120 o
11 6098 c
12 6033 z
13 5980 f
14 5957 a
15 5944 g
16 5933 p
17 5930 p
18 5822 g
19 5813 w
20 5785 r
21 5762 a
22 5712 l
23 5695 z
24 5649 c
25 5646 u
26 5644 l
27 5603 p
28 5580 l
29 5562 b
30 5535 n
31 5533 q
32 5505 o
33 5490 j
34 5469 q
35 5468 e
36 5459 f
37 5408 n
38 5319 u
39 5303 m
40 5296 l
41 5203 u
42 5192 m
43 5150 x
44 5138 k
45 5071 l
46 5066 m
47 5062 o
48 5042 r
49 4996 g
50 4968 k
51 4963 a
52 4942 k
53 4941 h
54 4916 k
55 4852 i
56 4838 l
57 4761 r
58 4741 s
59 4740 f
60 4734 u
61 4727 x
62 4702 v
63 4695 r
64 4647 y
65 4645 v
66 4639 v
67 4579 f
68 4535 x
69 4528 w
70 4527 c
71 4456 f
72 4385 i
73 4373 a
74 4359 n
75 4271 d
76 4221 j
77 4181 z
78 4180 n
79 4163 e
80 4148 k
81 4134 m
82 4069 q
83 4057 g
84 4017 o
85 4008 u
86 3923 c
87 3902 c
88 3901 d
89 3855 t
90 3837 y
91 3802 w
92 3633 x
93 3601 j
94 3430 d
95 3420 p
96 3402 j
97 3290 e
98 3178 x
99 2687 n
100 2681 a

Teste 35
1 5799 o
2 5226 f
2 5226 x
4 3660 h

Teste 36
1 6369 z
2 6038 q
3 5870 n
4 5520 u
5 5509 a
6 5489 d
7 5480 r
8 5189 a
9 4948 x
10 4745 m
11 4658 d
12 4592 d
13 4355 s
14 3679 n

Teste 37
1 6481 s
2 6475 l
3 6449 r
4 6388 h
5 6349 n
6 6327 c
7 6309 u
8 6271 f
9 6133 w
10 6112 c
11 6005 i
12 5888 d
13 5796 z
14 5776 u
15 5683 u
16 5665 s
17 5647 i
18 5619 x
19 5614 s
20 5438 j
21 5423 i
22 5396 e
23 5383 g
24 5253 z
25 5198 d
26 5190 y
27 5169 s
28 5119 d
29 5095 g
30 5044 v
31 5035 d
32 5001 i
33 4986 b
34 4881 e
35 4869 j
36 4701 f
37 4678 x
38 4578 g
39 4557 m
40 4538 q
41 4500 n
42 4426 i
43 4272 o
44 4271 o
45 3963 v
46 3912 k
47 3804 g
48 3644 y
49 3508 i
50 3447 s
51 3273 j
52 3075 x

Teste 38
1 6756 u
2 6636 i
3 6374 l
4 6205 k
5 5923 x
6 5894 c
7 5845 w
8 5732 d
9 5655 y
10 5469 x
11 5441 y
12 5438 k
13 5211 k
14 5192 z
15 5136 q
16 5122 t
17 4945 y
18 4927 n
19 4824 r
20 4722 z
21 4640 l
22 4598 w
23 4589 s
24 4574 h
25 4567 l
26 4519 t
27 4482 i
28 4472 h
29 4347 p
30 4336 r
31 4069 g
32 4005 u
33 3918 o
34 3875 o

Teste 39
1 6943 v
2 6322 h
3 6088 c
4 6080 o
5 5928 q
6 5894 m
7 5677 p
8 5633 t
9 5528 y
10 5379 e
11 5310 d
12 5228 c
13 5161 e
14 5158 b
15 5057 i
16 4999 d
17 4928 w
18 4726 x
19 4687 c
20 4479 d
21 4349 f
22 4279 q
23 4196 o
24 4169 q
25 4100 b
26 4090 y
27 4049 v
28 3965 p
29 3924 b
30 3885 c
31 3805 d
32 3716 g
33 3687 t
34 3643 j
35 3125 b

Teste 40
1 8030 u
2 6278 u
3 6147 p
4 6022 p
5 5962 m
6 5740 s
7 5439 v
8 5426 n
9 5374 n
10 5356 n
11 4906 c
12 4835 r
13 4818 x
14 4698 b
15 4692 u
16 4617 m
17 4484 b
18 4326 t
19 4071 n
20 4045 q
21 3899 o
22 3870 s
23 3764 k
24 3758 v
25 3677 c
26 3665 l
27 3392 y
28 2758 o
29 2155 e

Teste 41
1 5992 k
2 5417 m
3 5400 b
4 5350 d
5 5248 b
6 5167 i
7 4914 b
8 4776 d
9 4746 g
10 4605 c
11 4557 l
12 4537 g
13 4502 x
14 4460 d
15 4192 b
16 4149 k
17 3897 o
18 3809 l
19 3342 c

Teste 42
1 6055 j
2 5978 t
3 5870 w
4 5819 v
5 5338 k
6 5142 l
7 5073 t
8 4436 o
9 3594 b

Teste 43
1 7201 p
2 6727 b
3 6647 f
4 6549 x
5 6356 s
6 6340 x
7 6311 b
8 6110 a
9 6091 d
10 6050 w
11 5995 s
12 5967 h
13 5953 s
14 5884 y
15 5868 q
16 5850 d
17 5830 u
18 5824 n
19 5754 s
20 5747 i
21 5710 z
22 5607 v
23 5529 n
24 5514 f
25 5510 z
26 5461 n
27 5367 q
28 5261 b
28 5261 m
30 5250 v
31 5244 b
32 5190 b
33 5149 h
33 5149 q
35 5128 j
36 5120 o
37 5001 e
38 4996 s
39 4993 b
40 4942 k
41 4919 d
42 4912 l
43 4910 t
44 4905 q
45 4720 g
46 4678 d
47 4654 k
48 4585 u
49 4574 t
50 4566 b
51 4434 c
52 4273 z
53 4240 p
54 4189 i
55 4181 c
56 4172 y
57 4020 w
58 3992 t
59 3976 y
60 3941 x
61 3889 c
62 3824 r
63 3699 u
64 3687 s
65 3559 k
66 3558 b
67 3395 y
68 3170 n
69 3133 b
70 3061 s
71 3001 f

Teste 44
1 6905 l
2 6443 f
3 6240 k
4 6234 v
5 6233 q
6 6213 u
7 6205 l
8 6195 d
9 6163 i
10 6125 z
11 6066 r
12 6028 n
13 5853 a
14 5845 q
15 5826 l
16 5776 g
17 5745 w
18 5636 b
19 5628 l
20 5480 u
21 5202 b
22 5186 u
23 5183 z
24 5088 b
25 5060 q
26 4977 g
27 4940 q
